,amount_paid_usd,tags,country,title,artist,at,type,image
85,200,Intelligent Ambient Music,United States,Simulacra 4,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1062332639_7.jpg
85,200,Transreal,United States,Simulacra 4,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a1062332639_7.jpg
86,200,Modular,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
86,200,Progressive Electronic,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
86,200,Eurorack,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
86,200,Ubik,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
86,200,Soundtrack,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
86,200,Science Fiction,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
86,200,Scanner Darkly,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
86,200,Intelligent Ambient Music,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
86,200,Transreal,United States,Simulacra 5,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a4044263329_7.jpg
87,200,Progressive Electronic,United States,Simulacra 7,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0458801080_7.jpg
87,200,Blade Runner,United States,Simulacra 7,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0458801080_7.jpg
87,200,Soundtrack,United States,Simulacra 7,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0458801080_7.jpg
87,200,Do Androids Dream,United States,Simulacra 7,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0458801080_7.jpg
87,200,Replicants,United States,Simulacra 7,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0458801080_7.jpg
87,200,Intelligent Ambient Music,United States,Simulacra 7,Jack Hertz,"01/04/2024, 16:32:37",album,https://f4.bcbits.com/img/a0458801080_7.jpg
88,164,Techno,Italy,Q&A,Frits Wentink,"01/04/2024, 16:32:38",track,https://f4.bcbits.com/img/a0957420112_7.jpg
88,164,Electronic,Italy,Q&A,Frits Wentink,"01/04/2024, 16:32:38",track,https://f4.bcbits.com/img/a0957420112_7.jpg
88,164,House,Italy,Q&A,Frits Wentink,"01/04/2024, 16:32:38",track,https://f4.bcbits.com/img/a0957420112_7.jpg
89,930,Breakcore,United States,DEFORMER - BUKKAKECORE [REMIXED] ブ​ッ​カ​ケ​コ​ア リ​ミ​キ​シ​ー​ド,REDRUM RECORDZ,"01/04/2024, 16:32:39",album,https://f4.bcbits.com/img/a0186802903_7.jpg
89,930,Alternative,United States,DEFORMER - BUKKAKECORE [REMIXED] ブ​ッ​カ​ケ​コ​ア リ​ミ​キ​シ​ー​ド,REDRUM RECORDZ,"01/04/2024, 16:32:39",album,https://f4.bcbits.com/img/a0186802903_7.jpg
89,930,Soundtrack,United States,DEFORMER - BUKKAKECORE [REMIXED] ブ​ッ​カ​ケ​コ​ア リ​ミ​キ​シ​ー​ド,REDRUM RECORDZ,"01/04/2024, 16:32:39",album,https://f4.bcbits.com/img/a0186802903_7.jpg
89,930,Hip Hop,United States,DEFORMER - BUKKAKECORE [REMIXED] ブ​ッ​カ​ケ​コ​ア リ​ミ​キ​シ​ー​ド,REDRUM RECORDZ,"01/04/2024, 16:32:39",album,https://f4.bcbits.com/img/a0186802903_7.jpg
89,930,Metal,United States,DEFORMER - BUKKAKECORE [REMIXED] ブ​ッ​カ​ケ​コ​ア リ​ミ​キ​シ​ー​ド,REDRUM RECORDZ,"01/04/2024, 16:32:39",album,https://f4.bcbits.com/img/a0186802903_7.jpg
89,930,Jungle,United States,DEFORMER - BUKKAKECORE [REMIXED] ブ​ッ​カ​ケ​コ​ア リ​ミ​キ​シ​ー​ド,REDRUM RECORDZ,"01/04/2024, 16:32:39",album,https://f4.bcbits.com/img/a0186802903_7.jpg
90,100,Blackened Thrash,United States,Give it up to Rock,Star Viper,"01/04/2024, 16:32:39",track,https://f4.bcbits.com/img/a2352961745_7.jpg
90,100,Metal,United States,Give it up to Rock,Star Viper,"01/04/2024, 16:32:39",track,https://f4.bcbits.com/img/a2352961745_7.jpg
90,100,Synthwave,United States,Give it up to Rock,Star Viper,"01/04/2024, 16:32:39",track,https://f4.bcbits.com/img/a2352961745_7.jpg
91,800,Other,United States,Last Dinosaurs on Audiotree Live,Last Dinosaurs,"01/04/2024, 16:32:41",album,https://f4.bcbits.com/img/a1881743498_7.jpg
92,127,Darkwave,United States,Opening [Philip Glass],The Royal Ritual,"01/04/2024, 16:32:43",album,https://f4.bcbits.com/img/a1403436254_7.jpg
92,127,Electronic,United States,Opening [Philip Glass],The Royal Ritual,"01/04/2024, 16:32:43",album,https://f4.bcbits.com/img/a1403436254_7.jpg
92,127,Alternative,United States,Opening [Philip Glass],The Royal Ritual,"01/04/2024, 16:32:43",album,https://f4.bcbits.com/img/a1403436254_7.jpg
92,127,Industrial,United States,Opening [Philip Glass],The Royal Ritual,"01/04/2024, 16:32:43",album,https://f4.bcbits.com/img/a1403436254_7.jpg
92,127,Goth,United States,Opening [Philip Glass],The Royal Ritual,"01/04/2024, 16:32:43",album,https://f4.bcbits.com/img/a1403436254_7.jpg
93,254,Looping,United States,Montserrat,Resoluxe,"01/04/2024, 16:32:48",album,https://f4.bcbits.com/img/a0382217617_7.jpg
93,254,Idm,United States,Montserrat,Resoluxe,"01/04/2024, 16:32:48",album,https://f4.bcbits.com/img/a0382217617_7.jpg
93,254,Minimal,United States,Montserrat,Resoluxe,"01/04/2024, 16:32:48",album,https://f4.bcbits.com/img/a0382217617_7.jpg
93,254,Experimental,United States,Montserrat,Resoluxe,"01/04/2024, 16:32:48",album,https://f4.bcbits.com/img/a0382217617_7.jpg
93,254,Ambient,United States,Montserrat,Resoluxe,"01/04/2024, 16:32:48",album,https://f4.bcbits.com/img/a0382217617_7.jpg
93,254,Guitar,United States,Montserrat,Resoluxe,"01/04/2024, 16:32:48",album,https://f4.bcbits.com/img/a0382217617_7.jpg
94,164,Trance,Germany,"DJ Autobahn, DJ Highscore - Dream Of You","DJ Autobahn, DJ Highscore","01/04/2024, 16:32:48",track,https://f4.bcbits.com/img/a3754260035_7.jpg
94,164,Techno,Germany,"DJ Autobahn, DJ Highscore - Dream Of You","DJ Autobahn, DJ Highscore","01/04/2024, 16:32:48",track,https://f4.bcbits.com/img/a3754260035_7.jpg
94,164,Electronic,Germany,"DJ Autobahn, DJ Highscore - Dream Of You","DJ Autobahn, DJ Highscore","01/04/2024, 16:32:48",track,https://f4.bcbits.com/img/a3754260035_7.jpg
94,164,House,Germany,"DJ Autobahn, DJ Highscore - Dream Of You","DJ Autobahn, DJ Highscore","01/04/2024, 16:32:48",track,https://f4.bcbits.com/img/a3754260035_7.jpg
95,219,Indie,Germany,Jero (Jonathan Kaspar Remix),Mira & Christopher Schwarzwalder,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a3045416596_7.jpg
95,219,Electronica,Germany,Jero (Jonathan Kaspar Remix),Mira & Christopher Schwarzwalder,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a3045416596_7.jpg
95,219,Downbeat,Germany,Jero (Jonathan Kaspar Remix),Mira & Christopher Schwarzwalder,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a3045416596_7.jpg
95,219,Electronic,Germany,Jero (Jonathan Kaspar Remix),Mira & Christopher Schwarzwalder,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a3045416596_7.jpg
95,219,Trippy,Germany,Jero (Jonathan Kaspar Remix),Mira & Christopher Schwarzwalder,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a3045416596_7.jpg
95,219,Melodic House & Techno,Germany,Jero (Jonathan Kaspar Remix),Mira & Christopher Schwarzwalder,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a3045416596_7.jpg
95,219,House,Germany,Jero (Jonathan Kaspar Remix),Mira & Christopher Schwarzwalder,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a3045416596_7.jpg
95,219,Dance,Germany,Jero (Jonathan Kaspar Remix),Mira & Christopher Schwarzwalder,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a3045416596_7.jpg
96,438,Indie,Germany,Funny Mountains,Exz,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a2936692921_7.jpg
96,438,Electronica,Germany,Funny Mountains,Exz,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a2936692921_7.jpg
96,438,Electronic,Germany,Funny Mountains,Exz,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a2936692921_7.jpg
96,438,Downbeat,Germany,Funny Mountains,Exz,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a2936692921_7.jpg
96,438,Ketapop,Germany,Funny Mountains,Exz,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a2936692921_7.jpg
96,438,Melodic House & Techno,Germany,Funny Mountains,Exz,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a2936692921_7.jpg
96,438,House,Germany,Funny Mountains,Exz,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a2936692921_7.jpg
97,219,Indie,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,Electronica,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,Downbeat,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,Electronic,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,Melodic House & Techno,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,House,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,New Disco,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,Dance,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,Indie Dance,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
97,219,Melodic Techno,Germany,Teron Verse (Motip White Remix),Schlepp Geist,"01/04/2024, 16:32:50",track,https://f4.bcbits.com/img/a1237558399_7.jpg
98,700,Cinematic,United States,Tarnation,Blaine Billingsley,"01/04/2024, 16:32:51",album,https://f4.bcbits.com/img/a2650640737_7.jpg
98,700,Classical Guitar,United States,Tarnation,Blaine Billingsley,"01/04/2024, 16:32:51",album,https://f4.bcbits.com/img/a2650640737_7.jpg
98,700,Fingerstyle,United States,Tarnation,Blaine Billingsley,"01/04/2024, 16:32:51",album,https://f4.bcbits.com/img/a2650640737_7.jpg
98,700,Acoustic,United States,Tarnation,Blaine Billingsley,"01/04/2024, 16:32:51",album,https://f4.bcbits.com/img/a2650640737_7.jpg
98,700,New Americana,United States,Tarnation,Blaine Billingsley,"01/04/2024, 16:32:51",album,https://f4.bcbits.com/img/a2650640737_7.jpg
98,700,Fingerstyle Guitar,United States,Tarnation,Blaine Billingsley,"01/04/2024, 16:32:51",album,https://f4.bcbits.com/img/a2650640737_7.jpg
98,700,Acoustic Guitar,United States,Tarnation,Blaine Billingsley,"01/04/2024, 16:32:51",album,https://f4.bcbits.com/img/a2650640737_7.jpg
98,700,Avant Garde Classical,United States,Tarnation,Blaine Billingsley,"01/04/2024, 16:32:51",album,https://f4.bcbits.com/img/a2650640737_7.jpg
99,127,Edm,United States,Anything Lost (Can Be Found Again),DJ Sabrina The Teenage DJ,"01/04/2024, 16:32:51",track,https://f4.bcbits.com/img/a2818964130_7.jpg
99,127,Electronica,United States,Anything Lost (Can Be Found Again),DJ Sabrina The Teenage DJ,"01/04/2024, 16:32:51",track,https://f4.bcbits.com/img/a2818964130_7.jpg
99,127,Electronic,United States,Anything Lost (Can Be Found Again),DJ Sabrina The Teenage DJ,"01/04/2024, 16:32:51",track,https://f4.bcbits.com/img/a2818964130_7.jpg
99,127,Techno,United States,Anything Lost (Can Be Found Again),DJ Sabrina The Teenage DJ,"01/04/2024, 16:32:51",track,https://f4.bcbits.com/img/a2818964130_7.jpg
99,127,Pop,United States,Anything Lost (Can Be Found Again),DJ Sabrina The Teenage DJ,"01/04/2024, 16:32:51",track,https://f4.bcbits.com/img/a2818964130_7.jpg
99,127,Plunderphonics,United States,Anything Lost (Can Be Found Again),DJ Sabrina The Teenage DJ,"01/04/2024, 16:32:51",track,https://f4.bcbits.com/img/a2818964130_7.jpg
99,127,House,United States,Anything Lost (Can Be Found Again),DJ Sabrina The Teenage DJ,"01/04/2024, 16:32:51",track,https://f4.bcbits.com/img/a2818964130_7.jpg
99,127,Deepwave,United States,Anything Lost (Can Be Found Again),DJ Sabrina The Teenage DJ,"01/04/2024, 16:32:51",track,https://f4.bcbits.com/img/a2818964130_7.jpg
100,766,Hardcore,Germany,CRVA005,Various Artists,"01/04/2024, 16:32:54",album,https://f4.bcbits.com/img/a2097446466_7.jpg
100,766,Hardtechno,Germany,CRVA005,Various Artists,"01/04/2024, 16:32:54",album,https://f4.bcbits.com/img/a2097446466_7.jpg
100,766,Tribal Techno,Germany,CRVA005,Various Artists,"01/04/2024, 16:32:54",album,https://f4.bcbits.com/img/a2097446466_7.jpg
100,766,Techno,Germany,CRVA005,Various Artists,"01/04/2024, 16:32:54",album,https://f4.bcbits.com/img/a2097446466_7.jpg
100,766,Electronic,Germany,CRVA005,Various Artists,"01/04/2024, 16:32:54",album,https://f4.bcbits.com/img/a2097446466_7.jpg
100,766,Hardgroove Techno,Germany,CRVA005,Various Artists,"01/04/2024, 16:32:54",album,https://f4.bcbits.com/img/a2097446466_7.jpg
101,1268,Indie Folk,United Kingdom,We Know By The Moon,The Furrow Collective,"01/04/2024, 16:32:56",album,https://f4.bcbits.com/img/a1710708152_7.jpg
101,1268,Traditional,United Kingdom,We Know By The Moon,The Furrow Collective,"01/04/2024, 16:32:56",album,https://f4.bcbits.com/img/a1710708152_7.jpg
101,1268,Gaelic,United Kingdom,We Know By The Moon,The Furrow Collective,"01/04/2024, 16:32:56",album,https://f4.bcbits.com/img/a1710708152_7.jpg
101,1268,Ballads,United Kingdom,We Know By The Moon,The Furrow Collective,"01/04/2024, 16:32:56",album,https://f4.bcbits.com/img/a1710708152_7.jpg
101,1268,Acoustic,United Kingdom,We Know By The Moon,The Furrow Collective,"01/04/2024, 16:32:56",album,https://f4.bcbits.com/img/a1710708152_7.jpg
101,1268,Folk,United Kingdom,We Know By The Moon,The Furrow Collective,"01/04/2024, 16:32:56",album,https://f4.bcbits.com/img/a1710708152_7.jpg
101,1268,Traditional Folk,United Kingdom,We Know By The Moon,The Furrow Collective,"01/04/2024, 16:32:56",album,https://f4.bcbits.com/img/a1710708152_7.jpg
101,1268,Vocals,United Kingdom,We Know By The Moon,The Furrow Collective,"01/04/2024, 16:32:56",album,https://f4.bcbits.com/img/a1710708152_7.jpg
102,109,World Music,United States,Time Zone Polkas,Black Velvet - קטיפה שחורה,"01/04/2024, 16:32:56",track,https://f4.bcbits.com/img/a0253858494_7.jpg
102,109,Acoustic,United States,Time Zone Polkas,Black Velvet - קטיפה שחורה,"01/04/2024, 16:32:56",track,https://f4.bcbits.com/img/a0253858494_7.jpg
102,109,Folk,United States,Time Zone Polkas,Black Velvet - קטיפה שחורה,"01/04/2024, 16:32:56",track,https://f4.bcbits.com/img/a0253858494_7.jpg
102,109,Celtic,United States,Time Zone Polkas,Black Velvet - קטיפה שחורה,"01/04/2024, 16:32:56",track,https://f4.bcbits.com/img/a0253858494_7.jpg
103,328,Oslo,Italy,Winner ft. Telephones,Fredfades,"01/04/2024, 16:32:57",track,https://f4.bcbits.com/img/a1220979615_7.jpg
104,436,Oslo,Italy,Just Chill,Fredfades & Jawn Rice,"01/04/2024, 16:32:57",track,https://f4.bcbits.com/img/a0305933246_7.jpg
105,109,Oslo,Italy,Love Is 4 U,Byron The Aquarius,"01/04/2024, 16:32:57",track,https://f4.bcbits.com/img/a2546714050_7.jpg
106,657,Oslo,Italy,Club Odysseus,Kurtiss,"01/04/2024, 16:32:57",track,https://f4.bcbits.com/img/a0186566942_7.jpg
107,219,Oslo,Italy,Space Jam feat. Dr. Kay,Jawn Rice,"01/04/2024, 16:32:57",track,https://f4.bcbits.com/img/a0977544171_7.jpg
108,219,Oslo,Italy,Messages from The Tribe,Jawn Rice,"01/04/2024, 16:32:57",track,https://f4.bcbits.com/img/a1245249778_7.jpg
108,219,Deep Techno,Italy,Messages from The Tribe,Jawn Rice,"01/04/2024, 16:32:57",track,https://f4.bcbits.com/img/a1245249778_7.jpg
109,438,Oslo,Italy,Can You Feel It (LH Tribute),Kurtiss,"01/04/2024, 16:32:57",track,https://f4.bcbits.com/img/a0464015537_7.jpg
110,164,Neo,Germany,Water,Dracø,"01/04/2024, 16:32:58",track,https://f4.bcbits.com/img/a2121140430_7.jpg
110,164,Techno,Germany,Water,Dracø,"01/04/2024, 16:32:58",track,https://f4.bcbits.com/img/a2121140430_7.jpg
110,164,Electronic,Germany,Water,Dracø,"01/04/2024, 16:32:58",track,https://f4.bcbits.com/img/a2121140430_7.jpg
110,164,Alternative,Germany,Water,Dracø,"01/04/2024, 16:32:58",track,https://f4.bcbits.com/img/a2121140430_7.jpg
110,164,Trance,Germany,Water,Dracø,"01/04/2024, 16:32:58",track,https://f4.bcbits.com/img/a2121140430_7.jpg
110,164,Hard Trance,Germany,Water,Dracø,"01/04/2024, 16:32:58",track,https://f4.bcbits.com/img/a2121140430_7.jpg
111,127,Chill Out,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Forest Bathing,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,New Age,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Mindful Ambient,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Music For Tinnitus,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Drone,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Nature,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Field Recordings,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Ian Hawgood,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Shinrin Yoku,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Temple Music,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Experimental,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Organic,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
111,127,Ambient,United States,anew,sea + i,"01/04/2024, 16:32:59",album,https://f4.bcbits.com/img/a2773599063_7.jpg
